Affected_data_volume;Criminal_investigation_exception;Date;company_industry;country;country_security_exception;data_category_Basic_personal_data;data_category_Children_data;data_category_Criminal_data;data_category_Financial_location_data;data_category_Special_category_data;data_processing_basis_Consent;data_processing_basis_Legal_obligation;data_processing_basis_Legitimate_interest;data_processing_basis_Performance_of_public_task;data_processing_basis_Protection_of_vital_interests;data_processing_basis_contract_performance;fine_amount;free_speech_exception;gdpr_clause;gdpr_conflict;violation_nature_Breach_of_Data_processing_principle;violation_nature_Breach_of_data_security;violation_nature_Violation_of_Data_processing_obligation;violation_nature_Violation_of_data_subject_rights;violation_result
unspecific;0;2022;Social Media;Ireland;0;0;0;0;0;0;0;0;0;0;0;0;17000000;0;Article 5(1)(f), Article 5(2), Article 24(1), Article 32(1);No conflict;1;1;1;0;1
unspecific;0;2021;Retail;Romania;0;0;0;0;0;0;0;1;0;0;0;0;3000;0;Article 15(3);No conflict;0;0;0;1;1
1300;0;2020;Medical;Romania;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;Article 32 para. (1) and (2) in conjunction with art. 5 para. (1) lit. f);No conflict;1;1;0;0;1
4;0;2022;Education;United Kingdom;0;0;1;0;0;1;0;0;0;0;0;0;0;0;Article 5(1)(f), Article 24(1), Article 32;No conflict;1;1;1;0;1
unspecific;0;2024;Retail;Romania;0;1;0;0;0;0;0;0;0;0;0;0;1000;0;Article 12(3), Article 15(1), Article 15(3), Article 83(5)(b), Article 58(2)(c);No conflict;0;0;0;1;1
unspecific;0;2021;Medical;Romania;0;0;0;0;0;0;1;0;0;0;0;0;2000;0;Article 58(1);No conflict;0;0;1;1;1
unspecific;0;2021;Retail;Romania;0;0;0;0;0;0;1;0;0;0;0;0;2000;0;Article 83(5)(e);No conflict;0;0;1;1;1
unspecific;0;2022;Medical;Denmark;0;0;0;0;0;1;0;0;0;0;0;0;670;0;Not specified;No conflict;1;0;1;1;1
unspecific;0;2024;Leisure;Romania;0;1;0;0;0;0;1;0;1;0;0;0;2000;0;Article 5(1)(a), Article 5(2), Article 6(1), Article 12(1), Article 21(2), Article 21(3), Article 6(1)(a), Article 7(1);No conflict;1;0;1;1;1
9400000;0;2020;Leisure;United Kingdom;0;1;0;0;1;0;0;0;0;0;0;0;145000000;0;Article 5(1)(f), Article 32;No conflict;1;1;0;0;1
1190280;0;2021;Marketing;United Kingdom;0;1;0;0;0;0;1;0;1;0;0;0;1200;0;Regulation 22 of the Privacy and Electronic Communications Regulations 2003 (PECR);No conflict;1;0;1;1;1
107003;0;2021;Marketing;United Kingdom;0;0;0;0;1;0;0;0;1;0;0;0;162400;0;Regulation 21B Privacy and Electronic Communications (EC Directive) Regulations 2003, Section 40 of the Data Protection Act 1998;No conflict;0;0;0;1;1
unspecific;0;2022;Human resources;Romania;0;0;0;0;0;0;1;0;0;0;0;1;2000;0;Article 12, Article 13, Article 21;No conflict;1;0;1;1;1
unspecific;0;2022;Retail;Romania;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;Article 12(3);No conflict;0;0;0;1;1
60000000;0;2021;Social Media;Germany;0;0;0;0;1;0;1;0;1;0;0;0;0;0;Not specified;No conflict;1;0;0;1;1
unspecific;0;2021;Medical;Romania;0;0;0;0;0;0;1;0;0;0;0;0;2000;0;Article 83(5)(e), Article 83(5)(b), Article 17, Article 12(2), Article 12(3);No conflict;0;0;1;1;1
29970419;0;2022;Insurance;England;0;0;0;0;1;0;1;0;1;0;0;0;8700;0;Regulation 22 of the Privacy and Electronic Communications (EC Directive) Regulations 2003;No conflict;1;0;1;1;1
unspecific;0;2021;Marketing;Romania;0;0;0;0;0;0;1;0;0;0;0;0;200916;0;Article 12;No conflict;0;0;0;1;1
972191;0;2022;Public sector;United Kingdom;0;1;1;1;0;1;0;0;0;0;0;0;11368;0;Article 5(1)(f);No conflict;1;1;0;0;1
511;0;2022;Public sector;United Kingdom;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Article 12(3), Article 15(1), Article 15(3);No conflict;0;0;0;1;1
unspecific;0;2023;Retail;Romania;0;0;0;0;0;0;1;0;0;0;0;0;100002;0;Article 5(1)(a), Article 5(1)(b), Article 6(1), Article 7, Article 17;No conflict;1;0;0;1;1
27;0;2022;Marketing;Romania;0;0;0;0;0;0;0;0;1;0;0;0;9934;0;Article 32(1)(b);No conflict;0;1;0;1;1
unspecific;0;2024;Leisure;United Kingdom;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Article 5(1)(a), Article 6(1)(a), Article 7(1);No conflict;1;0;0;1;1
1200;0;2024;Education;United Kingdom;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Article 35(1);No conflict;1;0;1;1;1
969273;0;2021;Marketing;United Kingdom;0;0;0;0;0;0;0;0;1;0;0;0;15107;0;Regulations 21 and 24 of the Privacy and Electronic Communications (EC Directive) Regulations 2003;No conflict;0;0;0;1;1
unspecific;0;2023;Medical;Romania;0;0;0;0;1;0;0;0;0;0;0;0;2497;0;Article 32(1)(b) and (d) and (2);No conflict;0;1;0;0;1
194309;0;2022;Social Media;Romania;0;1;0;0;1;0;0;0;0;0;0;0;7894;0;Article 32(1)(b) and (2);No conflict;0;1;0;0;1
unspecific;0;2021;Public sector;Romania;0;1;0;0;0;0;0;1;0;0;0;0;4951;0;Article 83(5)(e), Article 58(1)(a), Article 58(1)(e), Article 58(2)(i);No conflict;0;0;1;1;1
unspecific;0;2020;Retail;Romania;0;1;0;0;0;0;0;0;0;0;0;0;4000;0;Article 32;No conflict;0;1;0;0;1
unspecific;0;2022;Marketing;Romania;0;0;0;0;0;0;1;0;0;0;0;0;39789;0;Article 83(5)(e) correlated with Article 58(1);No conflict;0;0;0;1;1
unspecific;0;2024;Social Media;Ireland;0;0;0;0;0;0;1;0;1;0;0;1;310000000;0;Article 5(1)(a), Article 6(1)(a), Article 6(1)(b), Article 6(1)(f), Article 13(1)(c), Article 14(1)(c);yes;1;0;1;1;1
unspecific;0;2021;Leisure;United Kingdom;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Not specified;No conflict;0;0;0;0;0
unspecific;0;2020;Retail;Romania;0;1;0;0;0;1;0;0;0;0;0;0;3000;0;art. 6, art. 7, art. 9;yes;1;0;1;1;1
274;0;2021;Retail;England;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Regulation 22 of PECR;No conflict;1;0;0;1;1
unspecific;0;2020;Public sector;Ireland;0;1;1;0;1;0;0;0;0;1;0;0;7500;0;Article 32(1), Article 33(1);No conflict;1;1;0;0;1
383;0;2022;Social Media;Romania;0;1;0;0;1;0;1;0;0;0;0;0;49638;0;Article 5(1)(a), Article 5(1)(f), Article 6(1)(a), Article 58(1)(a), Article 58(1)(e), Article 83(5)(e);No conflict;1;1;0;0;1
unspecific;0;2024;Public sector;United Kingdom;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 5(1)(f), Article 58(2)(b);No conflict;1;1;0;0;1
unspecific;0;2022;Human resources;Romania;0;1;0;0;1;0;0;0;0;0;0;0;2000;0;Article 32 para. (1), (2) and (4);No conflict;1;1;1;1;1
unspecific;0;2022;Retail;Romania;0;1;0;0;0;0;0;0;0;0;0;0;10000;0;Article 32, Article 33;No conflict;1;1;1;0;1
1000000;0;2022;Retail;Denmark;0;1;0;0;1;0;0;0;0;0;0;0;13400000;0;Article 83(1);No conflict;1;0;1;0;1
1414519;0;2021;Marketing;United Kingdom;0;0;0;0;0;0;1;0;1;0;0;0;16820;0;regulation 21 of the Privacy and Electronic Communications (EC Directive) Regulations 2003;No conflict;0;0;0;0;1
unspecific;0;2021;Marketing;United Kingdom;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Not specified;No conflict;0;0;0;0;1
1400000;0;2020;Social Media;United Kingdom;0;0;1;0;0;0;1;0;0;0;0;0;14732000;0;UK GDPR;No conflict;1;0;1;1;1
106;0;2020;Marketing;United Kingdom;0;0;0;0;1;0;0;0;1;0;0;0;150800;0;Regulation 21B PECR;No conflict;0;0;0;1;1
unspecific;0;2021;Marketing;United Kingdom;0;0;0;0;0;0;0;0;1;0;0;0;5810;0;Not specified;No conflict;0;0;0;1;1
unspecific;0;2024;Retail;Romania;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;Article 12(3), Article 17;No conflict;0;0;0;1;1
4098841;0;2021;Retail;United Kingdom;0;0;0;0;1;0;1;0;1;0;0;1;10462;0;Regulation 22 of PECR;No conflict;0;0;0;1;1
128895718;0;2021;Insurance;United Kingdom;0;0;0;0;0;0;1;0;0;0;0;0;57420;0;Not specified;No conflict;0;0;0;1;1
300000;0;2019;Marketing;United Kingdom;0;0;0;0;0;0;0;0;1;0;0;0;6979;0;Privacy and Electronic Communications Regulations 2003;No conflict;1;0;1;1;1
5;0;2020;Retail;Romania;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;Article 32(4), Article 32(1)(b), Article 32(2);No conflict;0;1;0;0;1
10;0;2023;Public sector;United Kingdom;0;0;1;1;0;1;0;1;0;1;0;0;0;0;Article 9(2)(a);No conflict;1;1;1;1;1
unspecific;0;Not specified;Retail;Romania;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;Article 12(3), Article 12(4), Article 17;No conflict;0;0;0;1;1
unspecific;0;2021;Medical;Denmark;0;0;0;0;0;1;0;0;0;0;0;0;803585;0;Article 83(1);No conflict;0;1;0;0;1
unspecific;0;2023;Marketing;Romania;0;0;0;0;0;0;0;0;1;0;0;0;1000;0;Article 21(3);No conflict;0;0;0;1;1
unspecific;0;2024;Leisure;Romania;0;1;0;0;0;0;0;0;0;0;0;0;49990;0;Article 15, Article 17(1), Article 12(3), Article 12(4);No conflict;0;0;1;1;1
7753;0;2022;Public sector;United Kingdom;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Article 15 GDPR;No conflict;0;0;1;1;1
195000000;0;2021;Retail;United Kingdom;0;0;0;0;0;0;0;0;1;0;0;0;23252;0;Regulation 22 of PECR;No conflict;1;0;1;1;1
140000;0;2021;Public sector;Slovenia;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Article 13;yes;1;0;1;1;1
436;0;2020;Retail;Romania;0;0;0;0;0;1;0;0;0;0;0;0;14601;0;Article 32 para. (1) and (2);No conflict;0;1;1;1;1
213191;0;2022;Retail;United Kingdom;0;0;0;0;0;0;1;0;0;0;0;0;2322;0;Regulation 22 of the Privacy and Electronic Communications (EC Directive) Regulations 2003;No conflict;0;0;0;1;1
unspecific;0;2023;Public sector;United Kingdom;0;0;1;0;0;0;0;0;0;1;0;0;0;0;Article 32(1);No conflict;1;1;0;0;1
unspecific;0;2024;Marketing;Romania;0;0;0;0;0;0;0;1;0;0;0;0;10004;0;Article 58(1);yes;0;0;1;1;1
unspecific;0;2024;Human resources;Romania;0;1;0;0;0;0;0;0;0;0;0;0;5002;0;Article 6(1), Article 5(1)(a), Article 5(1)(f), Article 5(2), Article 32(4);No conflict;1;1;1;0;1
unspecific;0;2024;Retail;Romania;0;1;0;0;0;0;0;0;0;0;0;0;9999;0;Article 5(1)(a), Article 5(2), Article 6(1), Article 32(1)(b), Article 32(2), Article 32(4);No conflict;1;1;1;1;1
unspecific;0;2020;Medical;Romania;0;0;0;0;0;0;1;0;0;0;0;0;2000;0;Article 83(5)(e);No conflict;0;0;1;1;1
unspecific;0;2023;Leisure;Norway;0;1;0;0;0;0;1;0;1;0;0;1;850000;0;Article 5(1)(a), Article 5(1)(e), Article 6(1), Article 12, Article 13, Article 15, Article 17;No conflict;1;0;1;1;1
11489873;0;2021;Marketing;United Kingdom;0;0;0;0;0;0;1;0;1;0;0;0;23252;0;Regulation 21A of PECR;No conflict;1;0;1;1;1
unspecific;0;2021;Public sector;United Kingdom;0;1;0;0;1;0;0;0;0;1;0;0;58100;0;Article 5(1)(f), Article 32(1);No conflict;1;1;0;0;1
unspecific;0;2021;Retail;UK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 15;No conflict;0;0;0;1;1
23;0;2022;Human resources;Romania;0;1;0;0;0;0;0;0;0;0;0;0;5000;0;Article 5(1)(a), Article 5(2), Article 6;No conflict;1;0;1;0;1
7000;0;2021;Marketing;United Kingdom;0;1;0;0;0;0;1;0;1;0;0;0;0;0;Article 5(1)(a);No conflict;1;0;0;0;1
unspecific;0;2022;Security Service;Romania;0;0;0;0;0;0;0;0;1;0;0;0;4000;0;Article 5, Article 6;No conflict;1;0;1;0;1
100000;0;2024;Retail;Romania;0;1;0;0;1;0;0;0;0;0;0;0;20003;0;Article 32(1)(b), Article 32(2);No conflict;1;1;0;0;1
677;0;2021;Public sector;Lithuania;0;1;1;0;1;1;0;1;0;1;0;0;12000;0;Article 5, Article 13, Article 24, Article 32, Article 35, Article 58(2)(f);yes;1;1;1;1;1
unspecific;0;Not specified;Human resources;Latvia;0;1;0;0;0;1;0;0;0;0;0;0;6250;0;Not specified;yes;1;0;0;1;1
26566;0;2022;Retail;Romania;0;1;0;0;1;0;0;0;0;0;0;0;297997;0;Article 29, Article 32(1)(b), Article 32(2), Article 28(3)(c);yes;1;1;1;0;1
unspecific;0;2022;Human resources;Romania;0;1;0;0;0;0;1;0;0;0;0;0;1000;0;Article 5(1)(a), Article 5(2), Article 6;No conflict;1;0;0;1;1
unspecific;0;2019;Medical;Germany;0;0;0;0;0;0;0;0;0;0;0;0;105000;0;Not specified;No conflict;1;0;0;0;1
30;0;2024;Security Service;Netherlands;0;0;0;0;0;1;0;0;1;0;0;0;30500000;0;Article 5(1)(a), Article 6(1), Article 9(1), Article 12(1), Article 14(1), Article 14(2), Article 12(3), Article 15, Article 27(1);yes;1;0;1;1;1
unspecific;0;2024;Retail;Romania;0;0;0;0;0;0;1;0;0;0;0;0;1000;0;Article 5(1)(a) and (b), Article 6(1), Article 12, Article 15(1), Article 17, Article 21(3);No conflict;1;0;1;1;1
unspecific;0;2020;Public sector;Germany;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2020;Retail;Germany;0;0;1;0;0;0;0;0;1;0;0;0;0;0;Article 6(1), first subparagraph, letter (f);No conflict;1;0;0;0;1
unspecific;1;2020;Public sector;Germany;1;0;0;1;0;0;0;1;0;1;0;0;0;0;Not specified;No conflict;0;0;1;0;1
unspecific;0;2020;Public sector;Germany;0;1;0;0;0;0;0;1;0;0;0;0;0;0;§ 59 BDSG;No conflict;0;0;0;1;1
unspecific;0;2024;Human resources;Belgium;0;0;0;0;0;0;0;0;1;0;0;1;0;0;Article 5.1.b), Article 5.1.c), Article 5.1.e), Article 6.1, Article 12.3, Article 12.4, Article 15.1;No conflict;1;0;0;1;1
unspecific;0;2020;Medical;Germany;0;1;0;0;0;0;0;0;1;0;0;1;0;0;Article 6(1)(b) and Article 6(1)(f);No conflict;0;0;0;0;0
unspecific;0;2020;Public sector;Germany;0;0;1;0;0;1;0;1;0;0;0;0;0;0;Article 91(2);No conflict;0;0;0;1;0
unspecific;0;2020;Retail;Netherlands;0;0;0;0;1;0;0;0;0;0;0;1;0;0;Article 21;No conflict;0;0;0;0;0
unspecific;0;2020;Public sector;Germany;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Article 82(1);No conflict;1;0;0;1;1
unspecific;0;2022;Public sector;Not specified;0;0;0;0;0;0;0;1;0;0;0;0;1000;0;Article 12.3;No conflict;0;0;0;1;1
44;0;2022;Public sector;United Kingdom;0;0;0;0;0;1;0;0;0;1;0;0;0;0;Article 5(1)(f), Article 32(1)(d), Article 32(2);No conflict;1;1;0;0;1
unspecific;0;2022;Human resources;Belgium;0;1;0;0;0;0;0;0;0;0;0;1;0;0;Article 17.1;No conflict;1;0;1;1;1
unspecific;0;2023;Marketing;Cyprus;0;0;0;0;0;0;0;0;1;0;0;0;3500;0;Section 106 of the Regulation of Electronic Communications and Postal Services Law of 2004;No conflict;0;0;0;1;1
unspecific;0;2021;Marketing;Belgium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Not specified;No conflict;0;0;0;0;0
unspecific;0;2021;Public sector;Cyprus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 5(1)(a), Article 6(1), Article 9(1), Article 31;No conflict;1;0;1;0;1
unspecific;0;2023;Social Media;Greece;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 17 GDPR, Article 21(1) GDPR, Article 21(2) GDPR, Article 51 GDPR, Article 55 GDPR, Article 56(2) GDPR;yes;0;0;0;1;1
unspecific;0;2022;Public sector;Romania;0;0;0;0;0;0;0;0;0;0;0;0;300;0;Article 58(1) and Article 83(5)(e);No conflict;0;1;1;1;1
5;0;2020;Finance;Spain;0;1;0;0;1;0;1;0;1;0;0;1;5000000;0;Art 12, Art 13, Art 14, Art 6;No conflict;1;0;1;1;1
unspecific;0;2023;Public sector;Germany;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Article 53;No conflict;0;0;0;0;0
unspecific;0;2019;Public sector;Germany;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Article 15(3);No conflict;0;0;0;1;1
unspecific;0;2023;Retail;Bulgaria;0;1;0;0;0;0;0;0;0;0;0;0;102163;0;Article 6, Article 5(1)(a), Article 24(1), Article 24(2);yes;1;0;1;1;1
unspecific;0;2022;Marketing;Germany;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 6(1)(f) GDPR;No conflict;1;0;0;0;1
unspecific;0;2023;Medical;Bulgaria;0;1;0;1;0;0;0;0;0;0;0;0;0;0;"Article 5, §1, b. ""a"", b. ""d"" and §2 of Regulation 2016/679";No conflict;1;0;0;1;1
unspecific;0;2020;Public sector;Germany;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Article 6(1)(e);No conflict;0;0;1;0;1
unspecific;0;2022;Security Service;Netherlands;0;0;0;0;1;0;0;1;0;1;0;0;0;0;Article 15;No conflict;1;0;1;1;1
unspecific;0;2021;Security Service;Spain;0;1;0;0;1;0;0;0;0;0;0;1;394000000;0;Article 5.1.f) and 5.2 of the RGPD;yes;1;1;1;1;1
unspecific;0;2021;Public sector;Germany;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2020;Retail;Slovenia;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Not specified;No conflict;0;0;0;0;0
unspecific;0;2020;Public sector;Germany;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 15;No conflict;0;0;0;1;0
unspecific;0;2022;Security Service;Netherlands;0;0;0;0;1;0;0;0;0;0;0;1;0;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2024;Public sector;Greece;0;0;0;0;0;0;0;1;0;1;0;0;5000;0;Article 31 GDPR, Article 37 GDPR, Article 38 GDPR, Article 39 GDPR;No conflict;0;0;1;0;1
unspecific;0;2020;Public sector;Greece;0;1;1;0;0;1;0;1;0;1;0;0;0;0;Article 9(2)(g);No conflict;0;0;0;0;0
25700000;0;2022;Public sector;France;0;1;1;0;0;0;1;0;1;0;0;0;600000;0;Article 7(1), Article 12, Article 13, Article 14, Article 15, Article 21, Article 32, L. 34-5 of the CPCE;No conflict;1;1;1;1;1
unspecific;0;2021;Insurance;Germany;0;0;0;0;1;0;0;0;0;0;0;1;0;0;Article 15 GDPR;No conflict;0;0;0;0;0
unspecific;0;2021;Public sector;Luxembourg;0;1;0;0;1;0;0;1;0;1;0;0;0;0;Article 96;No conflict;1;0;0;1;1
unspecific;0;2022;Retail;Estonia;0;1;0;0;1;0;0;0;1;0;1;0;1000;0;Article 6(1)(f);yes;1;0;1;1;1
unspecific;0;2020;Public sector;Germany;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Article 6(1c);No conflict;0;0;0;0;1
32;0;2021;Public sector;Slovenia;0;0;0;0;0;0;0;1;0;1;0;0;238000;0;Article 6;No conflict;1;0;1;0;1
unspecific;0;2020;Medical;Estonia;0;1;0;0;0;1;1;0;0;0;0;1;0;0;Article 9(2)(a);No conflict;1;0;1;1;1
unspecific;0;2020;Public sector;Latvia;0;1;0;0;0;0;0;0;1;0;0;0;65000;0;Article 83(5)(a);No conflict;1;0;1;1;1
unspecific;0;2024;Retail;Estonia;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 5(1), Article 6(1)(f), Article 12, Article 13;No conflict;1;0;1;1;1
unspecific;0;2019;Retail;Netherlands;0;1;1;0;1;0;0;1;0;0;0;0;0;0;Article 17(1)(a), (b), (c), (d);No conflict;0;0;0;0;0
unspecific;0;2019;Insurance;France;0;1;0;0;1;0;0;1;0;0;0;0;0;0;Article 12.3, Article 5.1.d;yes;1;0;0;1;1
unspecific;0;2024;Public sector;Greece;0;0;0;0;0;0;0;1;0;1;0;0;25000;0;Article 31 GDPR, Article 37 GDPR;No conflict;0;0;1;0;1
unspecific;0;2022;Marketing;Germany;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 6 paragraph 1 sentence 1 letter f;No conflict;0;0;0;0;0
322966;0;2023;Retail;Hungary;0;1;0;0;0;0;1;0;0;0;0;1;208000;0;Article 5(1)(e), Article 32(1) to (2);No conflict;1;1;0;0;1
unspecific;0;2022;Leisure;Estonia;0;0;0;0;0;0;1;0;1;0;0;0;2000;0;Article 6 paragraph 1 point f;yes;1;0;1;1;1
99210;0;2021;Retail;Romania;0;1;0;0;1;0;0;1;0;0;0;1;979835;0;Article 32(1), Article 32(2), Article 3(1), Article 3(3)(a), Article 3(3)(b);No conflict;1;1;1;0;1
unspecific;0;2024;Security Service;Romania;0;0;0;0;1;0;0;0;1;0;0;0;2000;0;Article 5(1)(a), c) and (2), Article 6, Article 12-14, Article 5(1)(e) and (2);No conflict;1;0;1;1;1
unspecific;0;2021;Leisure;Belgium;0;1;0;0;0;0;0;0;1;0;0;1;10000;0;Article 6(1), Article 21(1), Article 12(3);No conflict;1;0;0;1;1
unspecific;0;2020;Retail;Romania;0;1;0;0;1;0;0;0;0;0;0;1;3000;0;Article 5 para. (1) lit. a) -d) reported to art. 6 para. (1);No conflict;1;0;0;0;1
unspecific;0;2020;Marketing;France;0;0;0;0;0;0;1;0;1;0;0;0;3000;0;Article 82;No conflict;0;0;0;1;1
unspecific;0;2022;Leisure;Greece;0;0;0;0;0;1;0;1;0;0;0;0;0;0;Article 5 par. 1 item a) GDPR, in conjunction with Article 13 GDPR;No conflict;1;0;0;0;1
unspecific;0;2022;Social Media;Ireland;0;0;1;0;0;0;0;0;1;0;0;1;405000000;0;Article 6(1)(b), Article 6(1)(f), Article 5(1)(a), Article 5(1)(c), Article 12(1), Article 24(1), Article 25(1), Article 25(2), Article 35(1);yes;1;0;1;1;1
unspecific;0;2020;Public sector;Bulgaria;0;1;0;0;1;0;0;0;0;0;0;0;51100;0;Article 6(1) GDPR;No conflict;0;0;0;1;1
37197;0;2021;Retail;Spain;0;1;0;0;0;0;0;0;1;0;0;1;1500000;0;Art 6, Art 13, Art 22, Art 25;No conflict;1;1;1;0;1
unspecific;0;2022;Public sector;Estonia;0;0;0;0;0;0;0;1;0;1;0;0;2000;0;Article 12 and 14;yes;0;0;0;1;1
675478;0;2022;Marketing;United Kingdom;0;0;0;0;0;0;0;0;1;0;0;0;200000;0;Regulation 21 and 24 of PECR;No conflict;1;0;1;1;1
unspecific;1;2020;Public sector;Estonia;0;0;0;1;0;0;0;1;0;1;0;0;0;0;Not specified;No conflict;0;0;1;0;1
unspecific;0;2023;Retail;Belgium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 17.1 GDPR;No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Germany;0;1;1;0;0;0;0;1;0;1;0;0;0;0;Article 15 GDPR;No conflict;0;0;0;1;1
unspecific;0;2021;Public sector;Luxembourg;1;1;1;0;0;0;0;1;0;1;0;0;0;0;Article 6(1)(e);No conflict;0;0;0;1;1
unspecific;0;2023;Social Media;Estonia;0;1;0;0;0;0;1;0;1;0;0;0;1500;0;Article 6(1)(a);yes;1;0;0;1;1
unspecific;0;2020;Social Media;France;0;0;0;0;0;0;1;0;0;0;0;0;50000000;0;Article 6, 12, 13;No conflict;1;0;0;1;1
unspecific;0;2021;Marketing;Germany;0;0;1;0;0;0;0;0;1;0;0;0;300;0;Article 6, Article 14, Article 15, Article 82;yes;1;0;1;1;1
unspecific;0;2021;Public sector;Luxembourg;0;0;0;0;0;1;0;1;0;1;0;0;18000;0;Article 37.7, Article 38.1, Article 38.2, Article 39.1 b);No conflict;1;0;1;0;1
unspecific;0;2021;Human resources;Denmark;0;0;0;1;0;0;0;0;1;0;0;0;150000;0;Article 83(2);No conflict;0;0;0;1;1
unspecific;0;2025;Social Media;Ireland;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Article 9;yes;0;0;0;1;1
unspecific;0;2024;Retail;Finland;0;1;0;0;1;0;0;1;1;0;0;1;0;0;Article 17(3)(e);No conflict;1;0;1;1;1
unspecific;0;2020;Public sector;Estonia;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Not specified;No conflict;0;0;0;0;0
unspecific;0;2020;Public sector;Estonia;0;1;0;0;0;0;1;1;0;0;0;0;0;0;Article 6;No conflict;1;0;0;1;1
unspecific;0;2021;Public sector;Germany;0;1;0;0;0;1;0;0;0;1;0;0;0;0;Article 9(1) GDPR;No conflict;0;0;0;1;1
unspecific;0;2022;Retail;Estonia;0;1;0;0;1;0;0;0;1;0;0;1;0;0;Article 6(1)(b), Article 6(1)(f), Article 12(3), Article 15(3), Article 58(2)(b);yes;1;0;1;1;1
unspecific;0;2022;Retail;Latvia;0;1;0;0;0;0;1;1;0;0;0;1;17495;0;Article 83(5)(a);No conflict;1;0;1;1;1
unspecific;0;2020;Public sector;Estonia;0;1;0;0;0;0;1;0;0;0;0;0;500;0;Article 6;No conflict;1;0;0;1;1
unspecific;0;2021;Human resources;Germany;0;0;0;0;0;1;0;0;0;0;0;0;215000;0;Not specified;No conflict;1;0;1;1;1
unspecific;0;2020;Public sector;France;0;0;1;0;0;1;1;0;0;0;0;0;1000;0;Article 9;yes;1;0;0;1;1
270;0;2021;Insurance;Romania;0;0;0;0;1;0;0;0;0;0;0;1;1000;0;Article 29, Article 32(2), Article 32(4);No conflict;0;1;0;0;1
unspecific;0;2020;Medical;France;0;0;0;0;0;1;0;1;0;1;0;1;0;0;Article 44, Article 45, Article 46, Article 28, Article 48;yes;1;0;1;1;1
unspecific;0;2019;Leisure;Estonia;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Article 15(1);No conflict;0;0;0;1;1
unspecific;0;2019;Public sector;Germany;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Article 3(1);No conflict;0;0;0;1;1
unspecific;0;2021;Public sector;Austria;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 82 GDPR;No conflict;0;0;0;1;1
unspecific;0;2024;Marketing;Latvia;0;1;0;0;0;0;0;0;0;0;0;0;100000;0;Article 83(5)(a), (b), (e);yes;1;0;1;1;1
unspecific;0;2022;Education;Iceland;0;0;1;0;0;1;0;0;0;1;0;0;0;0;Article 9 of the Regulation;No conflict;1;1;1;1;1
226158;0;2021;Public sector;Iceland;0;1;0;0;1;1;1;1;0;1;0;0;50250;0;Article 5, Article 6, Article 7, Article 13, Article 24, Article 25, Article 28, Article 32;yes;1;1;1;1;1
unspecific;0;2021;Retail;Luxembourg;0;0;0;0;0;0;0;0;0;0;0;0;18000;0;Article 38.1, Article 38.2, Article 39.1 a);yes;0;0;1;0;1
unspecific;0;2022;Marketing;Iceland;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 6(f);No conflict;0;0;0;0;0
unspecific;0;2022;Retail;Romania;0;0;0;0;0;0;0;0;1;0;0;0;2000;0;Article 21;No conflict;0;0;0;1;1
10000;0;2024;Leisure;Germany;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Article 5(1)(a), Article 9(1);No conflict;1;0;0;1;1
